status,slug,document_title,regulator,jurisdiction,issued_date,source_url,primary_category,red_flag_count,output_file,extracted_at
not_downloaded,,Operational Alert: DPRK Sanctions Evasion,FINTRAC,Canada,2020,https://fintrac-canafe.canada.ca/intel/operation/dprk-eng,DPRK,,,
not_downloaded,,Operational Alert: Laundering the Proceeds of Illicit Synthetic Opioids,FINTRAC,Canada,2025,https://fintrac-canafe.canada.ca/intel/operation/oai-fent-eng,Fentanyl/opioids,,,
not_downloaded,,Operational Alert: Romance Fraud,FINTRAC,Canada,2021,https://fintrac-canafe.canada.ca/intel/operation/romance-eng,Romance scams,,,
not_downloaded,,Operational Alert: Wildlife Trafficking,FINTRAC,Canada,2023,https://fintrac-canafe.canada.ca/intel/operation/wildlife-eng,Wildlife,,,
not_downloaded,,PBOC Anti-Money Laundering Regulations for Financial Institutions,PBOC,China,Various,http://www.pbc.gov.cn/en/3688110/3688172/4157443/index.html,AML/CFT for Chinese FIs,,,
not_downloaded,,Payment Transparency — Roles and Responsibilities Guidance,Wolfsberg,Supranational,2024,https://wolfsberg-group.org/news/wolfsberg-guidance-on-payment-transparency-roles-and-responsibilities,Payments transparency,,,
not_downloaded,,Position 2019-14 / 2024-02 (Risk Factors / Access to Financial Services),AMF,France,2024,https://www.amf-france.org/sites/institutionnel/files/private/2024-02/2019-14.pdf,Risk factors,,,
not_downloaded,,Possible Evasion of the Russian Oil Price Cap,OFAC,United States,2023,https://ofac.treasury.gov/media/931451/download?inline,Russia oil price cap,,,
not_downloaded,,Professional Money Laundering,FATF,Supranational,2018,https://www.fatf-gafi.org/content/dam/fatf-gafi/reports/Professional-Money-Laundering.pdf,PML,,,
not_downloaded,,Provvedimento del 30 luglio 2019 — disposizioni in materia di adeguata verifica della clientela (and related provvedimenti),Banca d'Italia,Italy,2019/Current,https://www.bancaditalia.it/compiti/vigilanza/normativa/archivio-norme/disposizioni/disp-2019-cliente/index.html,CDD / EDD / risk-based approach,,,
not_downloaded,,RBNZ AML/CFT Sector Risk Assessment,RBNZ,New Zealand,Various,https://www.rbnz.govt.nz/regulation-and-supervision/anti-money-laundering/sector-risk-assessment,Sector RA — banking and life-insurance,,,
not_downloaded,,RFI Best Practice Guidance,Wolfsberg,Supranational,2024,https://wolfsberg-group.org/news/publication-of-the-wolfsberg-rfi-best-practice-guidance,RFI/Investigations,,,
not_downloaded,,"Risk insights and indicators of suspicious activity — Dealers in precious stones, metals and other products",AUSTRAC,Australia,2025,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-insights-and-indicators-suspicious-activity-dealers-precious-stones-metals,AML/CTF indicators — DPMS,,,
not_downloaded,,Risk insights and indicators of suspicious activity — Legal professionals (forthcoming AML/CTF reform),AUSTRAC,Australia,2025,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-insights-and-indicators-suspicious-activity-legal-professionals,AML/CTF indicators — legal sector,,,
not_downloaded,,Risk insights and indicators of suspicious activity — Real estate sector (forthcoming AML/CTF reform),AUSTRAC,Australia,2025,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-insights-and-indicators-suspicious-activity-real-estate-sector,AML/CTF indicators — real estate,,,
not_downloaded,,Role of Hawala and Other Similar Service Providers,FATF,Supranational,2013,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Hawala.html,Hawala,,,
not_downloaded,,STR Process / goAML Guidance,UAE FIU,UAE,Ongoing,https://www.uaefiu.gov.ae/en/stakeholders/reporting-entities/str-process,STR,,,
not_downloaded,,Sanctions Thematic Review Findings,FCA,United Kingdom,2023,https://www.fca.org.uk/publications/multi-firm-reviews/firms-sanctions-systems-controls-response-russia-invasion-ukraine,Sanctions,,,
not_downloaded,,Schemi rappresentativi di comportamenti anomali / Indicatori di anomalia (collection),UIF (Banca d'Italia),Italy,Various,https://uif.bancaditalia.it/normativa/norm-indicatori-anomalia,Sectoral anomaly indicators,,,
not_downloaded,,Special Bulletin on Russia-Linked ML / Sanctions Evasion,FINTRAC,Canada,2022,https://fintrac-canafe.canada.ca/intel/operation/russia-eng,Russia sanctions,,,
not_downloaded,,Suspicious Matter Reporting Reference Guide,AUSTRAC,Australia,2025,https://www.austrac.gov.au/sites/default/files/2025-03/AUSTRAC_suspicious_matter_reporting_(SMR)_reference_guide_2025.pdf,SMR,,,
not_downloaded,,TRACFIN — Bilan 2023 de l'activité des professions déclarantes,TRACFIN,France,2024,https://www.economie.gouv.fr/files/2024-05/Tracfin2023_Web_0.pdf,SAR/STR statistics by profession,,,
not_downloaded,,TRACFIN — Rapport Annuel 2023 / Tome 2 (Tendances et analyse des risques de blanchiment et de financement du terrorisme),TRACFIN,France,2024,https://www.economie.gouv.fr/files/files/directions_services/tracfin/TRACFIN_2023_Tome2_FR_WEB.pdf,ML/TF typologies / strategic analysis,,,
not_downloaded,,Thematic Review — ML in Capital Markets (TR19/4),FCA,United Kingdom,2019,https://www.fca.org.uk/publication/thematic-reviews/tr19-4.pdf,Capital markets,,,
not_downloaded,,Tipologías de Lavado de Dinero y Financiamiento al Terrorismo — UIF,UIF (SHCP),Mexico,Various,https://www.gob.mx/uif/articulos/lavado-de-dinero-y-financiamiento-al-terrorismo-conoce-las-tipologias,ML/TF typologies,,,
not_downloaded,,Travel Rule Guidelines,EBA,European Union,2024,https://www.eba.europa.eu,Crypto travel rule,,,
not_downloaded,,Updated Advisory for Shipping/Maritime Stakeholders on Iranian Oil Sanctions Evasion,OFAC,United States,Apr 2025,https://ofac.treasury.gov/media/934236/download?inline=,Iran oil/maritime,,,
not_downloaded,,Updated RBA Guidance for VAs and VASPs,FATF,Supranational,2021,https://www.fatf-gafi.org/en/publications/Fatfrecommendations/Updated-guidance-rba-virtual-assets.html,Crypto,,,
not_downloaded,,Virtual Assets Red Flag Indicators of ML/TF,FATF,Supranational,2020,https://www.fatf-gafi.org/en/publications/Fatfrecommendations/Virtual-assets-red-flag-indicators.html,Crypto,,,
not_downloaded,,Vulnerabilities of Casinos and Gaming Sector,FATF / APG,Global,2009,https://www.fatf-gafi.org/content/dam/fatf-gafi/reports/Vulnerabilities%20of%20Casinos%20and%20Gaming%20Sector.pdf.coredownload.pdf,ML / casinos / gaming,,,
not_downloaded,,Wolfsberg Guidance on Sanctions Screening,Wolfsberg Group,Global,2019,https://wolfsberg-group.org/resources/sanctions,Sanctions screening,,,
not_downloaded,,Wwft Q&As and Good Practices,DNB,Netherlands,2024,https://www.dnb.nl/media/z0upf3bv/dnb-wwft-qas-and-good-practices.pdf,All ML/TF,,,
